invoice_id,customer_id,territory,invoice_date,amount_inr
SINV-35146,CUST-03380,Chennai,2024-01-14,30250
SINV-61615,CUST-03380,Chennai,2023-10-05,45139
SINV-10162,CUST-03380,Chennai,2024-03-06,36427
SINV-27491,CUST-04276,Chennai,2023-07-23,2509
SINV-70790,CUST-04276,Chennai,2023-07-07,3136
SINV-35715,CUST-04276,Chennai,2023-07-28,3561
SINV-37185,CUST-04276,Chennai,2023-07-23,2184
SINV-25801,CUST-04276,Chennai,2023-08-13,2507
SINV-35865,CUST-04276,Chennai,2023-08-21,3473
SINV-60139,CUST-01264,Coimbatore,2023-12-07,8383
SINV-96349,CUST-01264,Coimbatore,2024-10-17,7497
SINV-83560,CUST-01264,Coimbatore,2024-07-15,8463
SINV-99314,CUST-01264,Coimbatore,2024-01-29,9829
SINV-78533,CUST-01264,Coimbatore,2023-12-10,10344
SINV-38645,CUST-01264,Coimbatore,2024-10-04,9451
SINV-50194,CUST-06742,Hyderabad,2024-09-28,31977
SINV-79657,CUST-06742,Hyderabad,2025-01-01,32409
SINV-32082,CUST-05021,Chennai,2023-07-09,146925
SINV-78845,CUST-05021,Chennai,2023-10-28,153056
SINV-97715,CUST-05643,Chennai,2024-06-09,21050
SINV-39997,CUST-05643,Chennai,2024-04-27,29486
SINV-58137,CUST-05643,Chennai,2024-01-15,22714
SINV-13136,CUST-05643,Chennai,2024-06-02,24216
SINV-87795,CUST-05643,Chennai,2024-04-03,26773
SINV-65926,CUST-05643,Chennai,2024-01-02,33271
SINV-64518,CUST-02811,Hyderabad,2024-05-24,12822
SINV-78706,CUST-02811,Hyderabad,2023-12-25,10592
SINV-78054,CUST-02811,Hyderabad,2024-07-04,8558
SINV-45879,CUST-02811,Hyderabad,2023-09-12,11232
SINV-68886,CUST-08239,Coimbatore,2024-03-20,786
SINV-56590,CUST-08239,Coimbatore,2025-01-13,870
SINV-65648,CUST-08239,Coimbatore,2025-01-06,706
SINV-52101,CUST-08239,Coimbatore,2025-01-26,645
SINV-67219,CUST-08239,Coimbatore,2024-10-27,571
SINV-36606,CUST-08239,Coimbatore,2024-02-01,617
SINV-59491,CUST-14098,Hyderabad,2024-02-03,26100
SINV-76459,CUST-14098,Hyderabad,2023-10-30,24631
SINV-13374,CUST-14098,Hyderabad,2024-09-07,42135
SINV-25708,CUST-14098,Hyderabad,2024-09-25,34255
SINV-65187,CUST-09838,Mumbai,2024-06-11,5981
SINV-43178,CUST-09838,Mumbai,2023-09-17,5319
SINV-88339,CUST-09838,Mumbai,2024-07-20,4144
SINV-76981,CUST-09838,Mumbai,2023-09-27,4531
SINV-73658,CUST-09838,Mumbai,2024-10-02,3253
SINV-27430,CUST-09838,Mumbai,2025-01-05,3629
SINV-90520,CUST-02247,Mumbai,2024-12-01,5358
SINV-88389,CUST-02247,Mumbai,2024-10-02,3751
SINV-23410,CUST-02247,Mumbai,2024-06-25,3003
SINV-69257,CUST-02247,Mumbai,2023-11-26,3772
SINV-90944,CUST-02247,Mumbai,2024-12-30,3512
SINV-31439,CUST-02247,Mumbai,2023-12-07,4144
SINV-48384,CUST-15770,Chennai,2023-07-13,13063
SINV-12114,CUST-15770,Chennai,2023-08-13,16232
SINV-42453,CUST-15770,Chennai,2023-07-31,16170
SINV-33035,CUST-15770,Chennai,2023-08-02,11318
SINV-89462,CUST-15770,Chennai,2023-07-09,16496
SINV-86003,CUST-15770,Chennai,2023-08-10,8418
SINV-32031,CUST-00658,Hyderabad,2024-02-19,15411
SINV-29289,CUST-00658,Hyderabad,2023-07-21,21894
SINV-76920,CUST-00658,Hyderabad,2023-12-02,19979
SINV-91447,CUST-00658,Hyderabad,2023-08-03,18178
SINV-66985,CUST-00658,Hyderabad,2024-05-05,14913
SINV-33633,CUST-00658,Hyderabad,2023-07-27,19718
SINV-23198,CUST-07758,Ahmedabad,2023-10-16,12816
SINV-37820,CUST-07758,Ahmedabad,2023-10-30,13094
SINV-57511,CUST-07758,Ahmedabad,2023-12-19,12196
SINV-33139,CUST-07758,Ahmedabad,2023-08-07,9303
SINV-43927,CUST-07758,Ahmedabad,2023-08-19,12688
SINV-99342,CUST-01087,Coimbatore,2024-04-23,1480
SINV-31602,CUST-01087,Coimbatore,2024-10-25,2374
SINV-77859,CUST-01087,Coimbatore,2025-02-08,1269
SINV-26494,CUST-01087,Coimbatore,2024-07-19,1242
SINV-34523,CUST-01087,Coimbatore,2025-05-05,1146
SINV-88972,CUST-01087,Coimbatore,2025-04-06,1259
SINV-52413,CUST-10451,Ahmedabad,2023-12-08,1736
SINV-61182,CUST-10451,Ahmedabad,2024-05-17,2570
SINV-37335,CUST-10451,Ahmedabad,2024-05-24,3415
SINV-36116,CUST-10451,Ahmedabad,2023-12-04,2795
SINV-74738,CUST-10451,Ahmedabad,2024-09-21,3883
SINV-61468,CUST-10451,Ahmedabad,2024-05-10,2077
SINV-68487,CUST-04527,Ahmedabad,2025-05-20,32887
SINV-22762,CUST-04527,Ahmedabad,2024-05-31,53799
SINV-49030,CUST-04527,Ahmedabad,2024-03-19,53468
SINV-98627,CUST-04527,Ahmedabad,2024-08-16,45114
SINV-36815,CUST-04527,Ahmedabad,2024-06-14,27629
SINV-33683,CUST-04527,Ahmedabad,2024-11-23,41056
SINV-46387,CUST-12937,Coimbatore,2024-04-06,1652
SINV-66953,CUST-12937,Coimbatore,2024-04-20,2340
SINV-49971,CUST-12937,Coimbatore,2024-02-21,3196
SINV-66468,CUST-12937,Coimbatore,2024-07-02,2860
SINV-16037,CUST-12937,Coimbatore,2024-06-29,2902
SINV-76442,CUST-12937,Coimbatore,2025-03-19,2977
SINV-12523,CUST-14778,Chennai,2025-02-27,7073
SINV-68144,CUST-14778,Chennai,2023-12-09,6390
SINV-83349,CUST-14778,Chennai,2025-02-23,6883
SINV-98630,CUST-14778,Chennai,2024-05-19,6250
SINV-93298,CUST-14778,Chennai,2025-01-18,9426
SINV-88430,CUST-14778,Chennai,2024-05-18,6065
SINV-34925,CUST-00759,Mumbai,2024-11-09,93016
SINV-70559,CUST-00759,Mumbai,2024-07-31,129210
SINV-93164,CUST-10357,Chennai,2023-08-16,8594
SINV-91461,CUST-10357,Chennai,2023-11-11,4315
SINV-46840,CUST-10357,Chennai,2023-11-18,6957
SINV-96650,CUST-10357,Chennai,2023-08-17,6381
SINV-30911,CUST-11918,Coimbatore,2023-07-13,15738
SINV-66054,CUST-11918,Coimbatore,2023-08-22,19005
SINV-72291,CUST-11918,Coimbatore,2023-08-06,9564
SINV-48293,CUST-11918,Coimbatore,2023-07-04,18695
SINV-80840,CUST-11918,Coimbatore,2023-08-19,17273
SINV-92717,CUST-11918,Coimbatore,2023-08-04,9744
SINV-22016,CUST-03348,Chennai,2023-11-07,14018
SINV-54199,CUST-03348,Chennai,2023-08-12,12832
SINV-14617,CUST-03348,Chennai,2024-02-15,15901
SINV-65656,CUST-03348,Chennai,2023-11-04,18331
SINV-36496,CUST-03348,Chennai,2024-05-06,8996
SINV-68867,CUST-03348,Chennai,2023-09-06,17602
SINV-51884,CUST-04374,Chennai,2023-09-24,8319
SINV-84814,CUST-04374,Chennai,2023-08-17,9920
SINV-84948,CUST-04374,Chennai,2023-08-10,11447
SINV-15745,CUST-04374,Chennai,2023-08-27,11588
SINV-87306,CUST-04374,Chennai,2023-09-25,11636
SINV-58053,CUST-04374,Chennai,2023-12-26,6695
SINV-94903,CUST-13391,Chennai,2023-07-12,20098
SINV-98232,CUST-16053,Mumbai,2023-08-25,13110
SINV-39973,CUST-16053,Mumbai,2023-12-14,12427
SINV-40653,CUST-16053,Mumbai,2023-08-07,23516
SINV-70450,CUST-16053,Mumbai,2023-07-03,26987
SINV-88788,CUST-16053,Mumbai,2023-07-28,13725
SINV-94734,CUST-16053,Mumbai,2024-02-22,20516
SINV-52226,CUST-01149,Mumbai,2025-02-09,8448
SINV-13352,CUST-12362,Hyderabad,2025-03-20,44850
SINV-85277,CUST-12362,Hyderabad,2025-03-27,54493
SINV-41053,CUST-12362,Hyderabad,2024-04-24,33464
SINV-19205,CUST-01816,Coimbatore,2024-06-01,22937
SINV-12458,CUST-01816,Coimbatore,2024-10-16,22314
SINV-48185,CUST-01816,Coimbatore,2024-09-07,22330
SINV-61749,CUST-01816,Coimbatore,2024-09-30,22245
SINV-53329,CUST-01816,Coimbatore,2025-01-07,24873
SINV-77229,CUST-01816,Coimbatore,2024-05-17,31229
SINV-41892,CUST-01976,Coimbatore,2025-05-26,4815
SINV-50045,CUST-01976,Coimbatore,2024-06-19,2548
SINV-40455,CUST-01976,Coimbatore,2024-06-07,2338
SINV-90658,CUST-01976,Coimbatore,2024-03-30,3883
SINV-65185,CUST-01976,Coimbatore,2025-06-25,2920
SINV-75107,CUST-01976,Coimbatore,2024-02-25,2174
SINV-22012,CUST-06138,Hyderabad,2023-07-29,2929
SINV-68984,CUST-06138,Hyderabad,2023-08-21,2771
SINV-39552,CUST-06138,Hyderabad,2023-07-18,3936
SINV-53402,CUST-06138,Hyderabad,2023-07-31,3344
SINV-18179,CUST-06138,Hyderabad,2023-08-18,4595
SINV-48431,CUST-06138,Hyderabad,2023-08-15,5540
SINV-86621,CUST-14929,Chennai,2023-11-23,1933
SINV-96369,CUST-14929,Chennai,2023-11-24,1522
SINV-48887,CUST-14929,Chennai,2023-11-20,2326
SINV-92537,CUST-14929,Chennai,2024-04-22,2573
SINV-33465,CUST-14929,Chennai,2024-04-13,2183
SINV-43049,CUST-14929,Chennai,2024-02-26,2810
SINV-69566,CUST-01258,Coimbatore,2024-05-27,48365
SINV-32422,CUST-01258,Coimbatore,2024-07-22,45415
SINV-14889,CUST-01258,Coimbatore,2024-05-28,49481
SINV-98173,CUST-01258,Coimbatore,2023-12-05,32845
SINV-61237,CUST-01258,Coimbatore,2024-01-10,45432
SINV-12187,CUST-01258,Coimbatore,2024-02-28,47952
SINV-20121,CUST-11531,Coimbatore,2024-08-01,30033
SINV-89379,CUST-11531,Coimbatore,2024-02-17,14608
SINV-51499,CUST-11531,Coimbatore,2024-07-15,28301
SINV-13769,CUST-11531,Coimbatore,2024-12-28,29482
SINV-67906,CUST-11531,Coimbatore,2025-03-13,20269
SINV-55669,CUST-11531,Coimbatore,2024-08-06,20312
SINV-33171,CUST-08861,Mumbai,2024-12-14,17233
SINV-48265,CUST-08861,Mumbai,2024-12-18,24582
SINV-48357,CUST-08861,Mumbai,2024-03-30,18826
SINV-25446,CUST-08861,Mumbai,2024-09-28,11557
SINV-42167,CUST-12024,Chennai,2024-01-24,7421
SINV-27047,CUST-12024,Chennai,2025-04-07,10283
SINV-80194,CUST-10066,Hyderabad,2024-09-16,4888
SINV-17753,CUST-10066,Hyderabad,2024-05-01,5488
SINV-60681,CUST-10066,Hyderabad,2024-05-12,5974
SINV-10122,CUST-10066,Hyderabad,2025-02-14,5412
SINV-90105,CUST-10066,Hyderabad,2024-01-13,4474
SINV-84439,CUST-10066,Hyderabad,2025-02-15,5793
SINV-28973,CUST-15020,Coimbatore,2024-12-01,53832
SINV-55771,CUST-15020,Coimbatore,2024-11-12,26795
SINV-51374,CUST-15020,Coimbatore,2024-08-24,54282
SINV-98811,CUST-15020,Coimbatore,2025-02-16,44989
SINV-38282,CUST-15020,Coimbatore,2024-01-02,52899
SINV-33378,CUST-15020,Coimbatore,2024-01-15,51397
SINV-11384,CUST-06069,Coimbatore,2025-03-01,13507
SINV-47661,CUST-06069,Coimbatore,2024-08-01,9484
SINV-98483,CUST-06069,Coimbatore,2024-07-03,7740
SINV-33017,CUST-06069,Coimbatore,2024-04-03,11166
SINV-11455,CUST-06069,Coimbatore,2024-12-26,15862
SINV-50779,CUST-06069,Coimbatore,2024-11-06,14519
SINV-58850,CUST-11998,Ahmedabad,2023-07-11,65160
SINV-72765,CUST-11998,Ahmedabad,2023-07-05,69888
SINV-20888,CUST-11998,Ahmedabad,2023-08-27,67401
SINV-49865,CUST-11998,Ahmedabad,2023-08-10,50617
SINV-70817,CUST-11998,Ahmedabad,2023-07-16,38475
SINV-43327,CUST-11998,Ahmedabad,2023-07-14,68277
SINV-90571,CUST-10164,Ahmedabad,2024-06-06,14071
SINV-21999,CUST-10164,Ahmedabad,2024-04-06,14773
SINV-46909,CUST-10164,Ahmedabad,2023-11-20,10382
SINV-68047,CUST-06740,Coimbatore,2024-08-04,74863
SINV-43814,CUST-06740,Coimbatore,2023-11-26,70865
SINV-73970,CUST-06740,Coimbatore,2023-11-14,45659
SINV-62589,CUST-06740,Coimbatore,2024-06-16,37823
SINV-68825,CUST-01513,Coimbatore,2024-05-02,21811
SINV-62336,CUST-01513,Coimbatore,2025-01-30,35830
SINV-18074,CUST-01513,Coimbatore,2024-07-17,24948
SINV-18395,CUST-01513,Coimbatore,2024-04-22,41711
SINV-48317,CUST-01513,Coimbatore,2024-09-01,26120
SINV-95449,CUST-01513,Coimbatore,2024-11-10,31286
SINV-11801,CUST-03790,Coimbatore,2023-07-17,11463
SINV-30633,CUST-08316,Mumbai,2024-11-05,5657
SINV-31447,CUST-08316,Mumbai,2024-06-29,5353
SINV-24167,CUST-08316,Mumbai,2024-03-03,3572
SINV-82171,CUST-08316,Mumbai,2024-03-27,3360
SINV-29687,CUST-08316,Mumbai,2023-11-02,4771
SINV-18397,CUST-08316,Mumbai,2024-06-24,4630
SINV-55570,CUST-07007,Coimbatore,2023-08-25,119416
SINV-58076,CUST-07007,Coimbatore,2024-02-01,120047
SINV-92661,CUST-07007,Coimbatore,2023-12-19,114698
SINV-97040,CUST-07007,Coimbatore,2023-08-08,115306
SINV-60564,CUST-07007,Coimbatore,2023-07-13,85670
SINV-85604,CUST-07007,Coimbatore,2023-09-05,84248
SINV-22658,CUST-12703,Mumbai,2024-01-30,6100
SINV-69449,CUST-12703,Mumbai,2024-06-14,8438
SINV-32652,CUST-12703,Mumbai,2024-04-14,6756
SINV-28781,CUST-12703,Mumbai,2023-11-13,4649
SINV-97069,CUST-12970,Chennai,2024-06-05,2157
SINV-65410,CUST-12970,Chennai,2024-01-16,2753
SINV-95240,CUST-12970,Chennai,2024-02-16,1504
SINV-64906,CUST-12970,Chennai,2024-01-17,1361
SINV-56228,CUST-12970,Chennai,2023-11-22,2887
SINV-44397,CUST-12970,Chennai,2024-08-20,2211
SINV-51904,CUST-07940,Chennai,2023-07-02,2247
SINV-97276,CUST-07940,Chennai,2024-07-09,2095
SINV-64501,CUST-07940,Chennai,2023-07-03,1258
SINV-36797,CUST-07940,Chennai,2024-05-04,2166
SINV-53358,CUST-07940,Chennai,2023-07-04,1933
SINV-61389,CUST-07940,Chennai,2024-04-23,1119
SINV-12822,CUST-10584,Hyderabad,2023-07-28,82590
SINV-48707,CUST-11148,Mumbai,2024-10-26,2593
SINV-37540,CUST-11148,Mumbai,2024-06-19,1491
SINV-83454,CUST-11148,Mumbai,2024-10-21,1590
SINV-27488,CUST-11148,Mumbai,2024-01-30,2178
SINV-21740,CUST-11148,Mumbai,2025-05-09,1949
SINV-89877,CUST-11148,Mumbai,2025-04-26,2795
SINV-22853,CUST-02649,Chennai,2024-03-26,18772
SINV-29204,CUST-02649,Chennai,2024-04-21,27834
SINV-39858,CUST-02649,Chennai,2024-01-18,24676
SINV-17517,CUST-02649,Chennai,2023-08-26,31443
SINV-70348,CUST-02649,Chennai,2024-05-20,18385
SINV-97858,CUST-07225,Ahmedabad,2024-10-10,4231
SINV-84170,CUST-07225,Ahmedabad,2024-05-21,7089
SINV-77907,CUST-07225,Ahmedabad,2023-10-16,5219
SINV-45038,CUST-07225,Ahmedabad,2024-05-19,6754
SINV-71097,CUST-07225,Ahmedabad,2023-11-13,5501
SINV-87903,CUST-07225,Ahmedabad,2024-05-07,4500
SINV-69710,CUST-06391,Chennai,2023-10-12,10109
SINV-30159,CUST-06391,Chennai,2024-03-14,18906
SINV-23099,CUST-06391,Chennai,2024-01-27,10476
SINV-80135,CUST-06391,Chennai,2023-08-22,12958
SINV-91004,CUST-06391,Chennai,2023-08-12,18283
SINV-11412,CUST-06391,Chennai,2023-07-02,12018
SINV-27253,CUST-03571,Hyderabad,2023-08-06,8534
SINV-11498,CUST-03571,Hyderabad,2023-07-22,6807
SINV-73767,CUST-03571,Hyderabad,2023-08-08,9433
SINV-18837,CUST-03571,Hyderabad,2023-07-21,6255
SINV-75507,CUST-03571,Hyderabad,2023-07-22,11675
SINV-31919,CUST-03571,Hyderabad,2023-08-03,11723
SINV-46910,CUST-14949,Chennai,2024-09-23,8862
SINV-49509,CUST-14949,Chennai,2024-07-29,7339
SINV-28361,CUST-14949,Chennai,2024-01-28,13742
SINV-58635,CUST-14949,Chennai,2024-01-04,7711
SINV-19819,CUST-14949,Chennai,2024-09-23,13226
SINV-70752,CUST-14949,Chennai,2025-02-09,9205
SINV-64993,CUST-07711,Chennai,2023-08-01,12005
SINV-59369,CUST-07711,Chennai,2023-08-08,16682
SINV-31144,CUST-07711,Chennai,2023-07-16,11485
SINV-86013,CUST-07711,Chennai,2023-10-30,14025
SINV-13845,CUST-07711,Chennai,2023-07-01,10359
SINV-76628,CUST-07711,Chennai,2023-08-16,10436
SINV-91769,CUST-04873,Coimbatore,2024-04-27,4001
SINV-62152,CUST-04873,Coimbatore,2024-05-06,2890
SINV-27439,CUST-04873,Coimbatore,2024-12-26,5709
SINV-62183,CUST-04873,Coimbatore,2024-09-03,3592
SINV-95656,CUST-04873,Coimbatore,2024-06-30,3181
SINV-53852,CUST-04873,Coimbatore,2024-08-16,5607
SINV-75861,CUST-10181,Chennai,2024-04-29,16148
SINV-15627,CUST-10181,Chennai,2023-11-04,19501
SINV-77218,CUST-10181,Chennai,2023-07-17,18274
SINV-82542,CUST-10181,Chennai,2023-08-09,13497
SINV-24889,CUST-10181,Chennai,2023-11-29,16847
SINV-69041,CUST-15700,Coimbatore,2023-08-10,17474
SINV-43079,CUST-15700,Coimbatore,2023-10-10,11546
SINV-38607,CUST-15700,Coimbatore,2023-08-14,12308
SINV-42479,CUST-15700,Coimbatore,2023-09-10,15837
SINV-21896,CUST-15700,Coimbatore,2024-01-18,17649
SINV-40825,CUST-15700,Coimbatore,2023-08-06,9861
SINV-68259,CUST-11418,Mumbai,2024-01-27,49375
SINV-20159,CUST-11418,Mumbai,2025-02-19,35174
SINV-76368,CUST-11418,Mumbai,2024-05-23,66450
SINV-12929,CUST-11418,Mumbai,2023-12-03,45182
SINV-70699,CUST-11418,Mumbai,2025-01-09,58050
SINV-87548,CUST-11418,Mumbai,2024-07-15,56922
SINV-70266,CUST-04699,Ahmedabad,2024-07-22,6748
SINV-26013,CUST-04699,Ahmedabad,2024-06-19,7935
SINV-27430,CUST-04699,Ahmedabad,2024-07-06,8653
SINV-77387,CUST-07583,Coimbatore,2023-10-07,2266
SINV-30632,CUST-07583,Coimbatore,2024-08-12,2250
SINV-20860,CUST-07583,Coimbatore,2024-05-11,2424
SINV-76417,CUST-07583,Coimbatore,2024-01-19,2132
SINV-18023,CUST-07583,Coimbatore,2024-09-10,2399
SINV-64596,CUST-07583,Coimbatore,2023-08-17,3535
SINV-23495,CUST-04850,Ahmedabad,2023-10-15,2315
SINV-50497,CUST-04850,Ahmedabad,2024-09-05,3820
SINV-48221,CUST-04850,Ahmedabad,2024-07-04,2479
SINV-82108,CUST-04850,Ahmedabad,2024-10-12,4039
SINV-98366,CUST-04850,Ahmedabad,2024-06-08,3495
SINV-95309,CUST-04850,Ahmedabad,2024-10-30,4000
SINV-66821,CUST-04481,Chennai,2024-06-23,4026
SINV-21612,CUST-04481,Chennai,2025-02-13,5163
SINV-75326,CUST-04481,Chennai,2024-02-09,6079
SINV-52770,CUST-09693,Mumbai,2023-09-26,31136
SINV-61038,CUST-15675,Mumbai,2024-05-18,17877
SINV-82198,CUST-15675,Mumbai,2023-10-01,18283
SINV-58971,CUST-15675,Mumbai,2023-08-10,13403
SINV-24054,CUST-15675,Mumbai,2024-08-11,18071
SINV-76926,CUST-15675,Mumbai,2024-01-01,9086
SINV-99970,CUST-15675,Mumbai,2024-10-22,13267
SINV-43143,CUST-12156,Coimbatore,2024-03-28,1578
SINV-63297,CUST-12156,Coimbatore,2024-01-06,1657
SINV-45925,CUST-12156,Coimbatore,2024-07-19,1428
SINV-21303,CUST-12156,Coimbatore,2025-03-30,1038
SINV-36270,CUST-12156,Coimbatore,2024-07-13,1118
SINV-68532,CUST-12156,Coimbatore,2024-01-31,1184
SINV-39498,CUST-04424,Chennai,2025-02-23,31953
SINV-24590,CUST-04424,Chennai,2024-05-11,28839
SINV-90618,CUST-04424,Chennai,2024-04-23,26193
SINV-68914,CUST-10388,Mumbai,2023-08-29,1273
SINV-54665,CUST-10388,Mumbai,2023-08-05,1758
SINV-96931,CUST-10388,Mumbai,2023-07-05,2244
SINV-10646,CUST-10388,Mumbai,2023-07-15,1883
SINV-64034,CUST-10388,Mumbai,2023-07-11,1383
SINV-96420,CUST-10388,Mumbai,2023-07-22,1941
SINV-47657,CUST-13865,Hyderabad,2024-11-20,4723
SINV-83105,CUST-13865,Hyderabad,2024-05-29,4263
SINV-69919,CUST-13865,Hyderabad,2025-05-17,2811
SINV-48825,CUST-13865,Hyderabad,2024-12-17,2698
SINV-34418,CUST-13865,Hyderabad,2024-08-01,4887
SINV-66276,CUST-13865,Hyderabad,2024-06-15,5378
SINV-67905,CUST-00209,Coimbatore,2024-06-15,9910
SINV-44374,CUST-00209,Coimbatore,2024-01-29,10355
SINV-44852,CUST-00209,Coimbatore,2024-03-10,8649
SINV-73284,CUST-00209,Coimbatore,2023-12-26,12764
SINV-44163,CUST-00209,Coimbatore,2024-09-16,14242
SINV-20700,CUST-00209,Coimbatore,2023-11-11,15647
SINV-77134,CUST-10620,Chennai,2024-11-10,1300
SINV-12463,CUST-10620,Chennai,2024-11-25,1604
SINV-99611,CUST-10620,Chennai,2024-09-10,2095
SINV-66006,CUST-10620,Chennai,2025-05-23,2283
SINV-18320,CUST-10620,Chennai,2024-03-28,2395
SINV-11382,CUST-10620,Chennai,2024-03-28,1943
SINV-59177,CUST-01019,Coimbatore,2023-10-04,11312
SINV-46904,CUST-01019,Coimbatore,2024-03-21,20279
SINV-23693,CUST-01019,Coimbatore,2024-02-17,22213
SINV-54561,CUST-01019,Coimbatore,2024-02-21,11143
SINV-34182,CUST-01019,Coimbatore,2024-11-14,22796
SINV-82516,CUST-01019,Coimbatore,2024-12-10,19254
SINV-32012,CUST-13063,Ahmedabad,2024-12-01,59065
SINV-29551,CUST-13063,Ahmedabad,2023-12-07,74552
SINV-72581,CUST-13063,Ahmedabad,2024-01-17,73082
SINV-94914,CUST-13063,Ahmedabad,2024-04-25,86773
SINV-73322,CUST-08175,Coimbatore,2024-02-11,17946
SINV-56834,CUST-08175,Coimbatore,2024-08-21,18725
SINV-75966,CUST-08175,Coimbatore,2023-12-29,14460
SINV-13300,CUST-08175,Coimbatore,2024-04-04,19877
SINV-40613,CUST-05665,Mumbai,2023-08-11,4352
SINV-10222,CUST-05665,Mumbai,2023-08-28,3717
SINV-49702,CUST-05665,Mumbai,2023-08-10,4135
SINV-54945,CUST-05665,Mumbai,2023-08-21,5042
SINV-68086,CUST-05665,Mumbai,2023-08-11,3572
SINV-22095,CUST-05665,Mumbai,2023-12-14,6415
SINV-28068,CUST-02209,Ahmedabad,2024-04-15,17841
SINV-33906,CUST-02209,Ahmedabad,2023-08-28,15248
SINV-31704,CUST-07782,Ahmedabad,2023-08-07,2384
SINV-14702,CUST-07782,Ahmedabad,2023-08-25,2682
SINV-64431,CUST-07782,Ahmedabad,2023-08-07,1902
SINV-67462,CUST-07782,Ahmedabad,2023-07-27,1538
SINV-47192,CUST-07782,Ahmedabad,2023-07-08,1697
SINV-15118,CUST-07782,Ahmedabad,2023-07-20,1671
SINV-86937,CUST-15511,Mumbai,2023-12-31,2027
SINV-36265,CUST-15511,Mumbai,2024-04-03,2149
SINV-71218,CUST-15511,Mumbai,2023-07-31,3341
SINV-63301,CUST-15511,Mumbai,2023-09-22,4203
SINV-42588,CUST-15511,Mumbai,2024-04-23,2908
SINV-29978,CUST-15511,Mumbai,2023-09-20,2878
SINV-94625,CUST-04960,Hyderabad,2025-04-21,4211
SINV-10273,CUST-04960,Hyderabad,2024-12-14,4244
SINV-76722,CUST-04960,Hyderabad,2024-04-27,3256
SINV-78689,CUST-04960,Hyderabad,2024-06-21,2904
SINV-47440,CUST-04960,Hyderabad,2025-05-11,3996
SINV-85583,CUST-04960,Hyderabad,2024-05-31,2090
SINV-19718,CUST-08550,Ahmedabad,2023-07-03,6230
SINV-67656,CUST-08550,Ahmedabad,2023-07-21,4903
SINV-37837,CUST-08550,Ahmedabad,2023-08-08,6955
SINV-40124,CUST-08550,Ahmedabad,2023-08-18,6234
SINV-84170,CUST-08550,Ahmedabad,2023-11-11,6315
SINV-93777,CUST-08550,Ahmedabad,2023-08-03,4753
SINV-84251,CUST-04438,Ahmedabad,2023-07-09,5505
SINV-39107,CUST-04438,Ahmedabad,2023-11-06,5240
SINV-28996,CUST-04438,Ahmedabad,2023-11-05,7618
SINV-92415,CUST-04438,Ahmedabad,2023-08-18,7573
SINV-77832,CUST-04438,Ahmedabad,2023-08-10,5935
SINV-20027,CUST-04438,Ahmedabad,2023-07-16,4910
SINV-68544,CUST-08410,Chennai,2023-07-09,172577
SINV-49005,CUST-08410,Chennai,2024-06-12,176098
SINV-60029,CUST-08410,Chennai,2024-05-29,241528
SINV-76044,CUST-11043,Mumbai,2023-11-10,769
SINV-73322,CUST-11043,Mumbai,2023-09-06,866
SINV-70509,CUST-11043,Mumbai,2023-08-30,887
SINV-98004,CUST-11043,Mumbai,2024-01-22,533
SINV-11752,CUST-11043,Mumbai,2023-08-11,545
SINV-77997,CUST-11043,Mumbai,2023-10-01,577
SINV-69823,CUST-02748,Mumbai,2023-08-14,6396
SINV-87071,CUST-02748,Mumbai,2023-07-17,6680
SINV-74322,CUST-02748,Mumbai,2023-08-01,6606
SINV-13476,CUST-02748,Mumbai,2023-09-18,4830
SINV-33150,CUST-02748,Mumbai,2023-07-02,9503
SINV-11743,CUST-02748,Mumbai,2023-07-03,5157
SINV-45036,CUST-14384,Mumbai,2023-10-07,5561
SINV-89537,CUST-14384,Mumbai,2024-05-14,4160
SINV-28892,CUST-14384,Mumbai,2023-08-24,4760
SINV-60211,CUST-14384,Mumbai,2024-01-28,3783
SINV-74279,CUST-14384,Mumbai,2024-09-05,5156
SINV-41092,CUST-07780,Chennai,2024-03-23,8188
SINV-24328,CUST-07780,Chennai,2024-10-23,6258
SINV-53146,CUST-02557,Coimbatore,2025-01-23,11285
SINV-42406,CUST-02557,Coimbatore,2025-03-04,21261
SINV-37478,CUST-09035,Mumbai,2025-01-20,8924
SINV-82719,CUST-09035,Mumbai,2024-11-07,14704
SINV-87221,CUST-09035,Mumbai,2024-03-27,9441
SINV-71087,CUST-09035,Mumbai,2024-10-01,12155
SINV-96075,CUST-09035,Mumbai,2024-11-27,8314
SINV-68833,CUST-09035,Mumbai,2025-01-16,9730
SINV-43009,CUST-06693,Mumbai,2024-07-04,5140
SINV-93653,CUST-06693,Mumbai,2024-06-09,4271
SINV-52858,CUST-06693,Mumbai,2024-04-27,4004
SINV-95959,CUST-06693,Mumbai,2024-05-27,4694
SINV-76337,CUST-10468,Mumbai,2025-02-08,135612
SINV-57586,CUST-10468,Mumbai,2024-11-18,163304
SINV-51049,CUST-04859,Ahmedabad,2025-02-10,11804
SINV-62439,CUST-04859,Ahmedabad,2024-01-26,7277
SINV-35618,CUST-04859,Ahmedabad,2024-06-23,12170
SINV-83033,CUST-04859,Ahmedabad,2024-01-17,12265
SINV-44632,CUST-04859,Ahmedabad,2024-08-09,7174
SINV-86843,CUST-04859,Ahmedabad,2025-01-12,8602
SINV-19267,CUST-00306,Chennai,2024-07-28,4460
